thread_id,customer_text,brand_text
52929,"Vino un repartidor de @116875 y, ¿qué creen que hizo? Me pidió dinero a cambio de entregarme el paquete.","@127922 Atención al Cliente, por favor, ingresa a: https://t.co/beR78zMMYB (2/2) ^HC"
53499,@115821 @AmazonHelp Why cant we watch prime content on mobile devices,@128086 I'm sorry for the frustration! Are you trying to watch from the Prime Video app? ^AC
53513,"@amazonhelp Hey there. I pre-ordered Xbox One X as soon as it became available, but no indication of delivery ETA yet and need to know asap.","@128090 We'll deliver by the date listed here: https://t.co/Y5jpI9gRhE If it's pending, we'll e-mail you once we have an update. ^RA"
55063,@AmazonHelp Please tell your Indian division to stop showing Pantry products under Prime results because Pantry does not have free shipping.,"@128484 I get your concern, Sushubh. I'll be sure to share your comments with internal teams for review &amp; to improve our services. ^SV"
56875,@AmazonHelp Well I'm gonna try certain pin codes from Pune or Kolhapur. Hope it's enough to grab one of those very few,@128885 You would only know whether your pin code is eligible or not when you enter your Shipping (1/2) ^GK
56918,"@115821 Sounds like it's been delivered to the wrong address... No building on my block has a ""Mail Room""","@128891 At times, a package can be mis-scanned. In most cases packages arrive within 24 hours. If not, please contact us back. ^AF"
57452,Hi @AmazonHelp - my same day delivery package still hasn't left the carrier facility and it's actually an item I need ....today urgently,@129032 I'm sorry your item hasn't been delivered. Do you have a carrier assigned: https://t.co/Y5jpI9gRhE? What's the delivery date? ^VS
58077,Disgusting service from @115830 with delivering my pre order of @129184 book for tomorrow😢 having to wait 5 days after it's released.,@129183 Sorry for the trouble! We're here to help! Could you tell us what the current tracking indicates?:https://t.co/aaDyEz1VgE ^VB
58082,I highly encourage everyone to NEVER preorder things from @115821 they can't provide an update on an item that i should have in 6 days.,@118081 You will be e-mailed with any status updates. You can view communication here: https://t.co/GTzsyuWkmz ^AF
58121,@AmazonHelp A claim and escalated. Then the same bs email about how more info is needed and the seller hasn’t received the item. Horrible customer serv.,@129194 I'm sorry for the A-to-z issues. I'd like our team to look into this. Please send us order info here: https://t.co/Z3sF5pyYG5 ^BE
58124,@AmazonHelp I started the return 3 months ago. The package was too large to take to UPS. Seller arranged by THEM for pick up. They gave me a label...,@129194 Oh no! It sounds like you may qualify for our A-to-z Guarantee Claim. You can read more on this here:https://t.co/Bvec0QrrKI. 1/2
59567,"This is how I receive my parcels back from ATS, they literally treat these as garbages
#HearUsAmazon @115850 @115851 @127586 @2896 https://t.co/QuP8vX4MQh","@129587 Apologies for the trouble with the return of the packages, Manjunath. We'd like to take a closer look. 1/2 ^HD"
60225,"@AmazonHelp Hola, no. Que tengo que hacer? Gracias","@129770 ¿Realizaste la compra por medio de la aplicación de Prime Now? De ser así, puedes reportalo directamente desde la App. ^LG"
60237,"@AmazonHelp Cast to the firestick.
So can you tell me how im suppose to watch content on the tv?",@129772 When you attempt to play Amazon Video on your Fire Stick what happens? Are you getting an error message? ^VS
60250,"@117804 Preciso de mais para me acalmar nesses dias antes do ENEM, ainda bem que com o Kindle não existem barreiras. 😬","@129774 Olá Francisco, sem dúvida! O Kindle é uma maravilha! Você gostaria de recomendar um livro aos nossos amigos leitores? 😍📚 ^JJ"
61023,@AmazonHelp The problem is not the service itself the problem is that you don't communicate this is gonna happen! 😡 I lost 4 months of membership.,@129964 (1/2) Other Amazon sites offer separate memberships to Amazon Prime for benefits at that particular site.
61050,"We submitted our app to @116439 over 2 week’s ago; why is it still in progress? We’re very disappointed &amp; annoyed
@115821 😡
@115851 https://t.co/5MTai6ZbB4",@129971 I'm sorry there hasn't been any progress on this. Please reach out to us at this link here: https://t.co/fZWLkVUdW3 ^VS
62193,@AmazonHelp Usually they bring the boxes up no matter how big or small they are :(,@130243 Thanks for letting us know! We'd like to take a closer look into this with you here: https://t.co/hApLpMlfHN ^QJ
62384,"@AmazonHelp you guys seriously need to get customer service reps w/ some semblance of common sense.

You royally screwed up my order!

@115821","@117946 Oh no, I'm so sorry to hear about this! Without providing any personal or account details, can you tell us more about what's going on? ^NS"
63851,"@AmazonHelp I'm sorry, I have no idea who it was.",@130670 That's fine. Were the items received ok? ^DC
63863,@119356 Absolutely wrong practice by Amazon India. Order#407-6746802-0925919. Item 1: price 149 while placing the order.  Charged Rs. 25 for shipping on delivery. New way to cheat...very small amt but new way to overcharge... SHAME,@130673 I understand your concern regarding the delivery charges. Orders with items that are Fulfilled by Amazon worth Rs. 599 or more will qualify for free delivery. Please refer here for more info: https://t.co/KEWhQE5OaY.^AR
63890,Yay! My entire @115830 Subscribe &amp; Save order is 'delayed' - no estimate... just 'delayed',"@130675 I'm sorry to hear this, Darren. Has the order dispatched yet, or is it still preparing for dispatch? You can view this information here: https://t.co/ijxJ9jCwr9 ^GR"
63947,@AmazonHelp Yes 2 days then emailed after said wanted another 2 days and still nothing,"@130690 Emails can get routed to your spam/junk folder, did you check there?^CN"
63954,@AmazonHelp I’ve done that too but still await a reply,"@130690 we will not disclose the outcome of any internal investigation. 

-Sami"
64018,"@AmazonHelp Par un vendeur tiers, mais dans le suivi c'est marqué qu'il avait bien envoyé les produits","@130699 Votre commande est bien expédiée. La livraison sera effectuée d'ici le 15/12 au plus tard comme indiquée. Pour en savoir plus, je vous propose de contacter le vendeur directement via la page suivante : https://t.co/ddW1g41ivP ^SB"
64064,@118919 I've received a tampered product...i want my refund asap.. i spent hour talking to your customer support and they were useless,@130706 I understand your concern regarding the refund. Please drop in your details here: https://t.co/GIJyeYqKE0 and we will assist you. ^AH
64081,"@AmazonHelp Ouiiiiiiii, bien suuuuuuuûr... PARCE QUE VOUS ALLEZ AVOIR UN GESTE COMMERCIAL AVEC MOI, PEUT-ÊTRE???? Vous ne l'avez JAMAIS fait, alors...","@130710 Si le problème persiste, je vous invite à reprendre contact avec notre service client s'il vous plait. Bonne journée. ^SB"
64149,"So many days yet no update. @AmazonHelp 
There are cases of fraud pick ups.
Guys be aware @130725 @130726 @17497 @130727 @115530 @130728 @115531 @115532 @130729 @115533 @130730 https://t.co/dLyuiAUNro","@130724 Please reply to the email received from our team. We will check and connect with you accordingly. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
64155,". @AmazonHelp I purchased Kindle cover which was about to deliver yesterday. Till the morning same status was in https://t.co/sunmZYKKA1 it is showing delivery by Monday. Why the fuck u offer prime membership if u hv to do all this.
Order no:-  408-6217882-7253940","@130698 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^KK"
64182,"@AmazonHelp Three days, and case still unresolved. It doesn't even seem your people ""get"" what the problem is. Escalate the case to tech or whatever to investigate where the missing credits went. Replied to A1OMV7KNFMOJF0 and barely managed to sound patient.","@130733 Sorry to hear that, were you given a waiting time period? ^AS"
65702,"@AmazonHelp 24 hours come and gone, but no update yet again. Do I have to call to get one?",@131036 I am sorry to hear this. Please click on the following link to contact us: https://t.co/JzP7hlA23B.^GA
65701,"@AmazonHelp Sorry, I fail to see how pointing me at your self help page is meant to help. May as well just call again. Please take ownership of the case and give me regular updates. While I've got your attention. It would be nice to have a case management section in account details.","@131036 Hi. The link we provided previously was the ""Contact Us"" link. As we are unable to access accounts through social media, it is the best means of proceeding. ^DC"
65793,@AmazonHelp Already filled it multiple time but no reply from your end.,"@131048 We haven't received your details yet. I request you to kindly fill in the details once again through: https://t.co/GIJyeYqKE0 so that we can work on this right away, without any further delay. ^SU"
65795,"@115851 @115821 @115850 Thanks for lying, but let me remind no one is begger here to accept your alms. Refnd my money as promised. First robbed 2000 from my account and now stopped my refund, how much more you will rob? https://t.co/KtsEywyx8Y",@131048 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
65799,@AmazonHelp Le suivi Colissimo dit que le colis a été livré dans la boîte aux lettres. Ma réclamation et leur recherche le confirme...je suis donc perdant de 30€ et ma surprise a été ratée,@131049 L'avez-vous signalé à notre SAV ? ^SN
65893,@AmazonHelp Your agent says it is third party delivery.. he can't reschedule it as it is already paid... He kept calling....  Order 406-9195017-4997117,"@131072 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^KK"
66206,@115821 well done amazon! I’ve just identified a fraud on my account &amp; your advisor was reassuring &amp; sorted it all out! Great customer service 👍🏻,@131141 So glad we could get everything sorted out! We take account security extremely seriously! ^AD
